DATE (MM/DD/YYYY);HOUR-MST;Avg Global Radiation [W/m^2];Avg Zenith Angle [degrees];Avg Azimuth Angle [degrees];Avg Tower Dry Bulb Temp [deg C];Avg Deck Dry Bulb Temp [deg C];Avg Tower Wet Bulb Temp [deg C];Avg Tower Dew Point Temp [deg C];Avg Tower RH [%];Avg Deck RH [%];Avg Total Cloud Cover [%];Avg Opaque Cloud Cover [%];Avg Avg Wind Speed @ 6ft [m/s];Avg Avg Wind Speed @ 33ft [m/s];Avg Peak Wind Speed @ 6ft [m/s];Avg Peak Wind Speed @ 33ft [m/s];Avg Precipitation [mm];Avg Albedo (CM3);Avg Temp [deg C]
7/27/2023;14;7.293.433;274.458;2.264.912;321.430;327.425;152.970;38.345;169.882;144.685;971.579;926.491;12.990;23.222;20.567;30.628;0.0000;0.1633;255.723
7/27/2023;15;7.117.967;370.515;2.464.311;326.978;337.698;152.908;33.618;157.643;136.058;723.667;572.000;13.558;25.014;24.333;35.066;0.0000;0.1683;255.862
7/27/2023;16;2.232.078;480.606;2.598.062;309.133;314.875;146.193;31.633;171.798;162.687;740.833;649.833;13.224;42.020;25.550;54.688;0.0000;0.1383;254.992
7/27/2023;17;298.585;595.196;2.702.122;271.808;272.860;149.503;72.571;286.578;279.793;986.333;963.167;18.296;47.684;30.875;63.890;0.0000;0.1362;254.187
7/27/2023;18;412.285;709.760;2.794.161;242.317;242.898;145.218;84.620;377.528;369.438;972.833;950.833;26.106;53.155;40.167;73.988;0.0169;0.1044;251.617
7/27/2023;19;376.457;820.910;2.883.983;230.755;232.043;149.140;101.788;442.342;436.983;774.333;676.000;29.020;51.005;41.000;63.629;0.0000;0.1715;250.823
7/27/2023;20;34.549;926.924;2.978.418;220.730;220.205;145.752;102.016;469.277;478.248;-10.000;-10.000;41.873;68.789;58.792;84.286;0.0000;0.0145;250.788
7/27/2023;21;-0.0117;1.024.476;3.083.280;221.048;221.743;142.506;95.282;448.768;454.223;-10.000;-10.000;25.393;65.738;39.708;80.358;0.0000;0.0000;250.710
7/27/2023;22;0.0175;1.106.935;3.203.718;198.653;199.227;139.847;105.104;548.202;554.337;-10.000;-10.000;0.8816;31.654;13.950;37.062;0.0000;0.0000;251.255
7/27/2023;23;0.0121;1.169.240;3.342.949;191.155;191.843;135.396;101.763;561.713;567.637;-10.000;-10.000;13.160;27.835;17.733;32.493;0.0000;0.0000;251.322
7/28/2023;0;-0.3214;1.204.762;3.499.303;193.428;193.687;133.587;96.735;535.597;542.165;-10.000;-10.000;17.199;29.941;24.167;35.259;0.0000;0.0000;251.405
7/28/2023;1;-0.2145;1.208.569;483.841;196.722;197.793;131.842;91.161;505.272;509.110;-10.000;-10.000;23.223;43.999;30.958;51.214;0.0000;0.0000;251.310
7/28/2023;2;-0.1244;1.180.071;223.161;194.395;196.290;127.634;84.584;490.137;490.948;-10.000;-10.000;20.740;37.530;26.792;42.915;0.0000;0.0000;251.315
7/28/2023;3;-0.3584;1.123.393;366.791;196.508;197.980;124.290;76.162;457.483;459.293;-10.000;-10.000;21.392;40.011;27.667;46.582;0.0000;0.0000;251.302
7/28/2023;4;-0.1555;1.045.022;491.479;201.657;201.393;123.930;71.229;427.855;437.972;-10.000;-10.000;22.589;40.569;33.000;49.284;0.0000;0.0000;251.245
7/28/2023;5;0.8047;950.969;599.625;191.847;193.107;123.946;78.731;480.058;483.805;-10.000;-10.000;11.194;25.050;16.525;30.627;0.0000;0.0000;251.322
7/28/2023;6;667.467;845.572;696.122;190.382;193.043;126.984;85.839;508.490;506.238;393.333;287.500;0.5310;18.128;0.8650;22.911;0.0000;0.2098;251.008
7/28/2023;7;2.030.538;736.011;786.671;198.953;200.672;134.298;94.468;510.353;503.985;889.500;760.167;11.648;24.743;16.925;28.890;0.0000;0.1905;251.025
7/28/2023;8;3.063.267;621.997;877.794;230.203;234.957;148.299;100.552;438.652;428.583;909.333;797.833;0.4047;10.727;0.8075;14.682;0.0000;0.1801;254.198
7/28/2023;9;6.047.433;507.227;978.374;258.675;269.935;161.774;108.747;390.627;363.292;597.667;471.000;0.5489;13.758;10.275;19.887;0.0000;0.1775;254.723
7/28/2023;10;7.858.067;395.773;1.103.638;284.145;303.103;176.053;121.183;366.368;322.667;280.500;181.167;15.552;23.165;23.750;31.978;0.0000;0.1681;255.068
7/28/2023;11;9.263.667;295.565;1.284.116;303.545;324.250;168.535;92.940;270.873;234.357;290.667;183.000;21.858;32.939;31.083;44.201;0.0000;0.1586;255.207
7/28/2023;12;7.023.667;225.557;1.570.390;313.970;327.470;172.903;95.649;260.048;235.303;636.000;560.833;15.400;32.881;26.083;43.558;0.0000;0.1481;255.482
7/28/2023;13;2.426.300;217.365;1.948.145;294.688;294.435;162.997;86.680;273.275;269.385;989.000;965.667;11.997;37.734;22.108;49.286;0.0000;0.1555;254.627
7/28/2023;14;3.766.267;276.348;2.262.089;290.902;290.092;155.019;71.087;251.013;246.673;934.000;870.833;10.460;42.488;21.208;58.551;0.0000;0.1587;254.595
7/28/2023;15;2.016.382;372.096;2.461.515;284.830;287.887;160.060;86.977;291.222;282.747;959.667;907.167;11.608;29.970;19.908;40.341;0.0000;0.1519;254.573
7/28/2023;16;4.134.078;482.036;2.595.614;280.218;280.427;162.754;96.249;317.242;314.528;852.500;779.333;16.571;35.856;25.558;44.974;0.0000;0.1738;254.512
7/28/2023;17;1.766.237;596.587;2.699.971;263.128;263.103;157.036;95.768;349.717;353.837;938.793;901.034;19.434;44.293;30.375;57.712;0.0000;0.1638;254.133
7/28/2023;18;3.155.000;711.184;2.792.227;270.667;273.240;153.865;83.805;307.680;301.253;349.153;266.102;0.9670;28.619;17.458;37.768;0.0000;0.2239;254.522
7/28/2023;19;653.753;822.404;2.882.209;261.038;261.995;151.941;86.658;332.948;332.567;168.500;76.000;0.2665;15.045;0.6833;19.371;0.0000;0.0858;254.203
7/28/2023;20;26.500;928.616;2.976.784;233.215;232.062;151.069;103.384;444.298;456.073;-10.000;-10.000;14.126;29.699;20.542;35.327;0.0000;0.0000;250.568
7/28/2023;21;-0.0537;1.026.299;3.081.806;215.428;216.073;152.945;118.642;540.743;550.583;-10.000;-10.000;0.8637;25.599;14.850;30.563;0.0000;0.0000;250.892
7/28/2023;22;-0.0030;1.108.950;3.202.481;205.898;205.527;149.349;117.961;570.807;581.730;-10.000;-10.000;16.347;31.028;22.192;35.838;0.0000;0.0000;251.113
7/28/2023;23;-0.2136;1.171.434;3.342.090;201.490;201.413;145.450;113.576;569.868;579.342;-10.000;-10.000;23.977;41.888;31.625;47.547;0.0000;0.0000;251.265
7/29/2023;0;-0.1960;1.207.071;3.498.987;205.367;205.510;141.633;104.098;522.250;531.352;-10.000;-10.000;18.390;32.797;24.292;38.669;0.0000;0.0000;251.210
7/29/2023;1;-0.1096;1.210.881;484.154;203.952;203.997;136.783;95.722;498.228;507.475;-10.000;-10.000;14.931;28.367;20.167;33.779;0.0000;0.0000;251.223
7/29/2023;2;-0.1635;1.182.269;224.040;200.053;200.238;132.087;89.143;488.120;496.683;-10.000;-10.000;17.045;32.062;22.333;36.610;0.0000;0.0000;251.313
7/29/2023;3;-0.2060;1.125.403;368.075;197.052;199.555;128.439;84.052;480.493;479.978;-10.000;-10.000;17.980;32.242;23.667;37.446;0.0000;0.0000;251.355
7/29/2023;4;-0.5961;1.046.827;493.015;213.213;214.980;128.015;70.818;398.725;401.715;-10.000;-10.000;30.029;55.902;40.292;65.819;0.0000;0.0000;251.080
7/29/2023;5;10.932;952.573;601.324;204.892;204.963;124.588;69.968;415.933;424.988;-10.000;-10.000;0.6222;16.134;11.058;21.945;0.0000;0.0000;251.158
7/29/2023;6;564.062;846.993;697.957;207.858;209.953;125.789;70.146;409.117;412.542;45.667;24.167;0.6383;20.829;11.792;27.989;0.0000;0.2547;250.857
7/29/2023;7;2.539.950;737.374;788.660;211.500;218.618;139.952;96.804;479.178;456.617;298.500;126.500;0.6367;25.004;13.225;31.270;0.0000;0.2297;251.078
7/29/2023;8;3.669.683;623.315;879.994;216.267;218.727;150.554;113.802;522.753;512.770;424.500;262.333;20.732;47.857;31.675;57.713;0.0000;0.1921;252.257
7/29/2023;9;6.268.400;508.571;980.869;214.493;210.562;155.344;123.481;561.573;578.018;172.833;100.333;31.231;65.222;46.042;78.175;0.0000;0.1853;250.673
7/29/2023;10;5.296.750;397.250;1.106.514;218.245;215.632;157.016;124.403;552.647;564.407;352.000;227.833;25.714;53.475;38.958;65.754;0.0000;0.1518;252.313
7/29/2023;11;6.917.617;297.338;1.287.227;235.358;231.390;162.224;123.694;495.515;502.538;608.167;509.500;22.708;48.581;34.708;60.607;0.0000;0.1592;254.212
7/29/2023;12;10.250.867;227.749;1.572.425;252.028;246.685;171.654;131.253;471.255;475.712;411.333;292.500;19.351;33.857;31.458;46.324;0.0000;0.1547;254.545
7/29/2023;13;9.863.833;219.660;1.947.074;271.040;268.240;174.489;125.692;406.162;402.808;248.167;163.500;15.003;26.934;25.292;37.060;0.0000;0.1528;254.802
7/29/2023;14;9.367.600;278.300;2.259.282;285.868;280.662;182.506;132.347;389.060;388.543;396.842;274.386;23.891;46.890;36.417;58.741;0.0000;0.1606;254.927
7/29/2023;15;4.931.350;373.737;2.458.703;273.032;269.537;176.915;129.173;410.743;420.523;904.833;837.667;24.177;51.846;35.792;62.022;0.0000;0.1651;254.338
7/29/2023;16;1.260.000;483.522;2.593.142;262.092;263.557;176.509;134.281;454.317;445.603;989.333;953.667;0.3121;12.920;0.6767;16.808;0.0000;0.1547;252.485
7/29/2023;17;1.379.650;598.031;2.697.794;268.382;269.958;176.579;131.146;427.505;422.848;967.500;923.167;0.3300;15.084;0.6958;20.272;0.0000;0.1673;254.270
7/29/2023;18;922.843;712.660;2.790.268;268.840;269.053;177.810;132.887;432.260;436.183;948.333;908.167;0.8454;22.665;14.817;28.182;0.0000;0.1550;254.178
7/29/2023;19;508.697;823.949;2.880.413;255.743;255.752;161.018;107.409;401.860;404.492;768.500;662.667;15.004;35.598;22.850;44.008;0.0000;0.1445;254.362
7/29/2023;20;40.095;930.361;2.975.129;244.360;244.148;144.825;83.318;358.298;364.907;-10.000;-10.000;12.657;27.054;18.883;33.715;0.0000;0.0094;250.522
7/29/2023;21;-0.1702;1.028.177;3.080.315;238.633;239.938;144.839;87.543;381.840;385.177;-10.000;-10.000;0.7051;25.810;15.408;35.967;0.0000;0.0000;250.122
7/29/2023;22;0.0572;1.111.021;3.201.235;234.470;234.937;143.403;87.516;391.300;397.138;-10.000;-10.000;12.478;28.299;18.075;34.873;0.0000;0.0000;250.227
7/29/2023;23;0.0583;1.173.684;3.341.234;223.692;225.275;140.521;89.279;422.848;426.195;-10.000;-10.000;0.6073;20.034;10.817;25.419;0.0000;0.0000;250.632
7/30/2023;0;0.0333;1.209.434;3.498.689;210.967;211.302;134.748;86.700;448.868;456.912;-10.000;-10.000;0.9423;18.796;14.058;25.160;0.0000;0.0000;251.040
7/30/2023;1;-0.4596;1.213.241;484.503;209.980;209.682;131.326;80.307;432.812;442.973;-10.000;-10.000;33.687;56.524;45.000;66.591;0.0000;0.0000;251.150
7/30/2023;2;-0.3226;1.184.506;224.967;222.273;222.572;131.380;70.955;376.242;384.115;-10.000;-10.000;35.524;64.536;48.092;76.243;0.0000;0.0000;250.808
7/30/2023;3;0.3662;1.127.444;369.412;206.010;207.285;127.780;76.116;431.218;437.558;-10.000;-10.000;0.2439;11.048;0.5025;16.359;0.0000;0.0000;251.008
7/30/2023;4;-0.3337;1.048.656;494.606;202.702;203.682;124.517;71.667;426.338;433.470;-10.000;-10.000;0.7290;20.371;11.000;24.980;0.0000;0.0000;251.203
7/30/2023;5;0.5272;954.284;603.078;202.630;202.757;123.510;69.575;420.402;429.582;-10.000;-10.000;19.751;45.643;27.042;51.793;0.0000;0.0000;251.300
7/30/2023;6;565.584;848.425;699.847;208.153;209.578;125.145;68.512;403.463;408.352;54.333;28.333;19.327;38.605;26.208;44.523;0.0000;0.2395;250.952
7/30/2023;7;2.042.017;738.749;790.705;219.293;230.653;144.106;99.572;465.530;428.587;306.167;178.500;0.0946;0.3071;0.1758;0.5446;0.0000;0.2135;252.243
7/30/2023;8;4.249.083;624.647;882.251;242.060;251.058;155.834;107.465;432.073;396.602;305.000;182.333;0.1092;0.9110;0.3675;13.587;0.0000;0.1996;254.555
7/30/2023;9;6.201.467;509.932;983.427;268.910;280.585;164.434;107.412;364.448;334.485;208.333;109.833;0.8646;13.745;15.283;20.721;0.0000;0.1853;255.057
7/30/2023;10;7.754.017;398.749;1.109.458;281.835;293.110;169.914;110.228;344.403;316.808;177.333;87.833;16.140;22.213;24.167;30.498;0.0000;0.1699;254.852
7/30/2023;11;8.968.167;299.142;1.290.408;294.897;308.117;171.570;105.216;309.113;281.818;169.833;91.667;15.963;24.908;25.342;34.230;0.0000;0.1580;255.200
7/30/2023;12;8.361.783;229.985;1.574.523;308.668;317.288;172.539;98.239;272.502;254.348;397.167;323.833;20.826;27.304;31.542;40.727;0.0000;0.1543;255.298
7/30/2023;13;3.633.817;222.011;1.946.060;294.710;300.150;166.837;95.314;289.573;280.095;882.167;842.667;0.7459;12.871;12.758;18.477;0.0000;0.1597;254.885
7/30/2023;14;2.143.400;280.314;2.256.492;295.382;296.370;167.431;96.037;289.985;292.910;976.000;957.500;12.826;23.347;18.342;28.311;0.0000;0.1636;254.907
7/30/2023;15;1.974.500;375.436;2.455.880;287.078;285.358;167.860;102.726;317.710;325.403;988.500;965.833;22.544;39.742;31.458;47.225;0.0000;0.1692;254.390
7/30/2023;16;1.675.683;485.064;2.590.647;276.362;274.680;160.288;93.991;318.770;328.095;991.167;963.833;36.153;61.898;49.708;75.275;0.0000;0.1678;254.162
7/30/2023;17;1.208.783;599.528;2.695.593;268.690;267.298;152.025;81.267;305.920;315.472;983.333;966.500;42.061;71.761;57.875;85.636;0.0000;0.1703;254.120
7/30/2023;18;902.720;714.187;2.788.285;261.575;260.472;148.886;79.657;315.525;325.805;975.000;962.667;39.376;68.608;54.917;84.415;0.0000;0.1715;254.132
7/30/2023;19;313.402;825.544;2.878.594;252.918;251.978;147.713;83.508;340.927;351.412;846.333;747.333;32.341;52.309;45.583;65.626;0.0000;0.1606;253.803
7/30/2023;20;13.719;932.160;2.973.455;249.557;248.518;147.050;84.577;350.463;362.112;-10.000;-10.000;34.747;52.734;48.083;65.303;0.0000;0.0106;250.367
7/30/2023;21;-0.3458;1.030.108;3.078.808;249.707;249.172;147.445;85.296;351.823;362.172;-10.000;-10.000;35.445;66.452;50.000;80.359;0.0000;0.0000;250.500
7/30/2023;22;-0.1419;1.113.147;3.199.979;252.788;252.400;146.790;81.707;337.022;347.033;-10.000;-10.000;33.333;63.940;46.958;76.948;0.0000;0.0000;252.613
7/30/2023;23;-0.2018;1.175.990;3.340.380;253.302;253.133;144.802;76.931;325.283;334.467;-10.000;-10.000;27.467;54.214;39.083;66.398;0.0000;0.0000;251.017
7/31/2023;0;0.0123;1.211.851;3.498.410;245.678;246.155;143.432;79.655;346.907;354.543;-10.000;-10.000;23.254;36.889;32.083;43.944;0.0000;0.0000;249.828
7/31/2023;1;-0.1198;1.215.649;484.888;235.993;237.860;140.529;80.502;369.590;371.802;-10.000;-10.000;17.273;30.676;22.125;34.551;0.0000;0.0000;250.085
7/31/2023;2;-0.1887;1.186.783;225.942;239.350;240.162;140.201;77.330;354.485;361.183;-10.000;-10.000;20.776;40.813;28.625;47.161;0.0000;0.0000;250.037
7/31/2023;3;-0.1640;1.129.517;370.803;237.085;236.535;139.009;76.466;357.235;368.038;-10.000;-10.000;24.059;45.764;32.833;52.693;0.0000;0.0000;250.133
7/31/2023;4;0.2155;1.050.508;496.252;226.595;225.207;137.566;80.988;394.835;409.428;-10.000;-10.000;23.180;45.452;30.833;51.986;0.0000;0.0000;250.457
7/31/2023;5;0.3177;956.016;604.886;209.512;210.468;140.475;98.802;493.965;502.552;-10.000;-10.000;28.178;59.951;42.083;73.153;0.0000;0.0000;251.032
7/31/2023;6;284.369;849.869;701.790;195.365;195.650;153.380;131.036;664.100;672.768;357.500;243.333;17.325;46.035;28.683;57.390;0.0000;0.1247;251.268
7/31/2023;7;1.515.147;740.138;792.804;200.923;201.157;153.966;128.853;632.498;637.867;845.500;611.500;10.242;29.096;17.783;36.353;0.0000;0.1886;250.828
7/31/2023;8;3.755.967;625.991;884.564;214.377;213.018;174.557;155.894;693.648;701.540;801.667;515.333;16.673;27.816;24.383;35.002;0.0000;0.1955;251.458
7/31/2023;9;5.847.617;511.307;986.045;237.253;237.000;185.511;162.526;630.155;630.050;785.000;520.333;10.330;17.138;17.700;25.094;0.0000;0.1949;254.360
7/31/2023;10;7.763.317;400.270;1.112.467;247.030;260.768;186.664;159.810;583.695;538.393;342.281;154.035;11.614;17.334;20.833;25.804;0.0000;0.1700;254.657
7/31/2023;11;8.739.000;300.978;1.293.654;262.077;275.248;191.930;161.220;538.973;498.237;140.667;57.500;13.218;21.201;22.842;30.949;0.0000;0.1580;254.757
7/31/2023;12;9.433.000;232.264;1.576.681;285.753;296.012;195.505;155.907;453.835;424.683;105.000;51.667;16.535;24.863;27.175;35.388;0.0000;0.1527;255.133
7/31/2023;13;8.687.483;224.415;1.945.102;298.932;313.580;190.915;140.791;382.063;349.673;177.833;114.000;15.350;22.879;25.758;33.266;0.0000;0.1526;255.293
7/31/2023;14;6.326.100;282.387;2.253.722;301.495;305.028;181.093;120.714;330.088;320.627;681.333;581.500;16.442;25.437;25.758;36.932;0.0000;0.1805;255.128
7/31/2023;15;3.508.800;377.195;2.453.046;298.852;299.585;179.117;118.440;329.675;325.100;951.333;860.500;21.386;31.335;30.083;41.950;0.0000;0.1876;254.885
7/31/2023;16;931.465;486.661;2.588.132;280.948;283.585;172.341;115.778;359.332;355.690;983.667;936.000;13.883;23.934;19.800;30.370;0.0000;0.1779;254.397
7/31/2023;17;194.178;601.078;2.693.370;266.788;266.527;172.160;123.642;417.438;425.672;972.333;931.667;15.715;42.089;26.308;53.852;0.0000;0.1121;254.080
7/31/2023;18;32.003;715.766;2.786.280;192.087;189.325;164.787;151.462;775.223;791.258;887.333;757.833;27.077;57.503;39.125;69.290;0.3006;0.0024;251.753
7/31/2023;19;0.7927;827.187;2.876.754;185.373;183.845;152.951;135.837;729.930;735.238;758.167;682.333;35.674;62.757;47.167;73.608;0.0127;0.0000;251.900
7/31/2023;20;-0.0404;934.010;2.971.761;178.850;177.583;152.793;139.156;777.577;785.372;-10.000;-10.000;25.786;50.301;35.750;59.835;0.0169;0.0000;251.937
7/31/2023;21;-0.1405;1.032.093;3.077.286;175.968;174.443;160.373;152.391;863.212;845.610;-10.000;-10.000;0.6751;16.755;11.633;22.013;0.0042;0.0000;251.852
7/31/2023;22;-0.0689;1.115.326;3.198.715;172.663;171.130;165.933;162.563;939.150;883.383;-10.000;-10.000;10.289;24.352;16.075;28.954;0.0085;0.0000;251.863
7/31/2023;23;-0.0752;1.178.350;3.339.528;174.615;173.783;153.576;142.669;816.228;804.775;-10.000;-10.000;14.981;29.735;21.292;34.937;0.0000;0.0000;251.813
8/1/2023;0;-0.1413;1.214.319;3.498.150;177.963;178.240;150.458;135.883;764.583;756.958;-10.000;-10.000;0.5627;13.776;0.9200;18.089;0.0000;0.0000;251.565
8/1/2023;1;0.0529;1.218.103;485.309;177.738;177.525;150.494;136.049;766.170;768.342;-10.000;-10.000;10.855;22.581;17.600;30.434;0.0042;0.0000;251.703
8/1/2023;2;-0.3727;1.189.099;226.966;178.900;178.997;146.099;128.141;723.475;724.862;-10.000;-10.000;38.764;65.806;53.542;80.871;0.0000;0.0000;251.740
8/1/2023;3;-0.4537;1.131.619;372.248;197.323;197.723;140.864;107.823;563.872;569.723;-10.000;-10.000;66.208;103.561;89.167;136.912;0.0000;0.0000;251.433
8/1/2023;4;-0.2378;1.052.382;497.952;200.968;201.377;133.256;90.925;491.268;498.193;-10.000;-10.000;50.096;79.203;71.083;98.498;0.0000;0.0000;251.220
8/1/2023;5;0.1406;957.769;606.748;201.623;202.908;134.949;93.537;501.602;502.997;-10.000;-10.000;11.686;36.495;22.175;48.382;0.0000;0.0000;251.048
8/1/2023;6;187.450;851.323;703.786;191.103;193.252;134.267;99.852;554.690;549.130;526.667;417.333;11.015;28.466;17.050;33.522;0.0000;0.1078;251.217
8/1/2023;7;1.688.410;741.538;794.957;198.275;200.063;138.181;102.336;539.992;536.217;969.500;900.333;15.109;35.752;22.625;43.429;0.0000;0.2049;250.765
8/1/2023;8;4.112.150;627.349;886.934;214.292;213.420;152.106;117.772;542.843;549.948;882.500;737.167;19.563;44.579;29.208;53.658;0.0000;0.1918;251.487
8/1/2023;9;6.766.117;512.699;988.722;222.442;218.363;168.230;141.498;601.715;608.050;720.526;431.404;21.922;45.503;33.708;55.331;0.0000;0.1914;253.867
8/1/2023;10;7.590.283;401.812;1.115.540;238.918;235.973;176.759;147.314;565.740;556.518;639.833;366.500;12.670;23.819;21.667;32.364;0.0000;0.1811;254.398
8/1/2023;11;7.277.817;302.844;1.296.962;246.245;256.487;177.834;145.375;534.732;500.502;847.333;733.333;0.6786;11.823;13.350;19.244;0.0000;0.1719;254.620
8/1/2023;12;8.805.917;234.585;1.578.896;270.222;280.725;186.035;147.185;469.432;431.647;401.333;308.333;13.504;22.792;22.183;30.563;0.0000;0.1676;254.882
8/1/2023;13;1.896.665;226.874;1.944.200;257.810;260.775;176.002;136.134;470.228;465.075;913.684;862.632;11.533;22.827;18.583;27.925;0.0000;0.1600;254.170
8/1/2023;14;1.503.725;284.521;2.250.974;253.752;254.142;178.283;142.223;501.628;502.057;980.167;929.500;0.5068;16.720;0.9542;20.977;0.0000;0.1269;254.172
8/1/2023;15;208.052;379.011;2.450.204;237.857;237.077;178.493;150.858;583.157;595.522;994.000;950.333;15.910;33.632;21.750;39.441;0.0000;0.0726;251.062
8/1/2023;16;184.043;488.313;2.585.597;212.120;210.882;163.961;139.752;635.918;640.368;993.167;952.500;22.845;44.214;33.792;55.782;0.0127;0.0823;251.362
8/1/2023;17;204.752;602.681;2.691.124;204.442;204.803;159.309;136.140;649.213;646.832;981.500;951.500;34.404;50.813;47.625;63.503;0.0000;0.1072;251.403
8/1/2023;18;122.478;717.397;2.784.252;181.977;180.967;156.424;143.464;782.705;792.878;970.833;937.500;49.004;87.346;66.417;102.873;0.0254;0.0455;251.770
8/1/2023;19;100.416;828.880;2.874.894;169.157;168.012;146.758;134.777;801.815;815.735;854.167;755.167;58.327;92.088;80.375;114.131;0.0296;0.0013;251.927
8/1/2023;20;0.8704;935.913;2.970.048;183.478;183.322;145.832;125.127;689.040;697.395;-10.000;-10.000;35.518;64.062;51.250;82.289;0.0127;0.0000;251.807
8/1/2023;21;-0.0030;1.034.130;3.075.749;178.803;177.497;147.403;130.421;734.837;751.858;-10.000;-10.000;10.611;24.258;15.967;31.601;0.0169;0.0000;251.847
8/1/2023;22;-0.1174;1.117.560;3.197.443;172.692;172.835;146.310;131.972;771.563;777.425;-10.000;-10.000;0.3925;14.591;0.6542;19.123;0.0000;0.0000;251.758
8/1/2023;23;-0.2400;1.180.764;3.338.679;184.077;186.782;140.851;115.999;646.895;632.435;-10.000;-10.000;15.776;30.415;21.908;36.481;0.0000;0.0000;251.587
8/2/2023;0;-0.0554;1.216.840;3.497.908;188.220;188.228;139.285;110.796;609.345;619.452;-10.000;-10.000;17.175;36.372;24.792;43.043;0.0000;0.0000;251.427
8/2/2023;1;-0.1680;1.220.604;485.766;182.592;184.500;134.459;105.682;608.473;607.368;-10.000;-10.000;16.776;31.335;21.833;35.259;0.0000;0.0000;251.487
8/2/2023;2;-0.3457;1.191.452;228.039;183.258;185.898;132.571;101.828;591.055;586.188;-10.000;-10.000;22.198;37.656;28.125;43.172;0.0000;0.0000;251.493
8/2/2023;3;-0.3741;1.133.750;373.747;192.610;195.275;131.906;94.164;530.140;525.485;-10.000;-10.000;18.705;40.560;25.375;45.810;0.0000;0.0000;251.300
8/2/2023;4;-0.2130;1.054.279;499.707;198.803;201.308;131.968;89.947;494.658;491.622;-10.000;-10.000;15.709;31.813;21.417;37.832;0.0000;0.0000;251.087
8/2/2023;5;0.2072;959.541;608.663;199.782;201.990;132.470;90.267;493.162;490.320;-10.000;-10.000;13.640;32.980;21.008;41.885;0.0000;0.0000;251.032
8/2/2023;6;339.042;852.787;705.834;201.653;203.912;132.159;88.262;480.673;479.765;229.500;164.833;18.130;38.976;25.400;45.617;0.0000;0.1767;251.012
8/2/2023;7;1.838.233;742.951;797.162;208.353;211.408;137.408;94.123;479.923;474.738;433.167;335.500;20.062;36.829;27.417;43.043;0.0000;0.1978;250.432
8/2/2023;8;4.330.117;628.719;889.358;234.455;233.692;156.853;114.488;468.977;464.628;205.833;126.833;14.112;27.550;21.467;34.423;0.0000;0.2040;253.683
8/2/2023;9;6.136.600;514.107;991.458;243.755;253.287;169.000;131.233;495.247;461.518;702.333;611.667;10.074;13.495;16.758;21.497;0.0000;0.1896;254.563
8/2/2023;10;7.246.200;403.377;1.118.675;258.933;259.187;173.295;130.561;451.128;430.477;809.000;718.667;18.037;27.676;26.583;36.610;0.0000;0.1784;254.490
8/2/2023;11;8.888.050;304.742;1.300.331;261.337;259.070;172.601;127.846;436.333;420.698;504.667;411.833;19.745;34.728;29.333;44.266;0.0000;0.1714;254.598
8/2/2023;12;5.975.650;236.948;1.581.163;264.207;261.853;170.743;122.603;414.808;407.095;945.500;907.000;12.721;27.939;21.800;36.739;0.0000;0.1669;254.572
8/2/2023;13;4.890.817;229.385;1.943.352;252.753;250.115;172.032;131.358;471.847;471.998;957.167;916.000;11.150;28.557;19.750;36.610;0.0000;0.1662;254.250
8/2/2023;14;8.473.667;286.713;2.248.249;267.073;267.577;173.485;126.192;417.292;412.683;705.000;596.667;19.073;35.242;29.708;45.874;0.0000;0.1760;254.702
8/2/2023;15;1.628.950;380.885;2.447.355;248.943;247.832;164.277;119.670;444.980;444.880;977.667;953.167;18.579;43.792;29.917;56.877;0.0000;0.1569;253.582
8/2/2023;16;5.126.800;490.019;2.583.045;249.708;249.208;163.706;118.141;438.410;442.870;714.667;644.000;22.716;41.350;32.625;49.478;0.0000;0.1936;253.570
8/2/2023;17;4.740.683;604.335;2.688.857;274.588;284.792;166.712;108.542;355.793;336.627;159.825;94.561;0.7646;14.081;12.583;20.662;0.0000;0.2088;254.578
8/2/2023;18;2.243.738;719.078;2.782.203;274.687;289.497;161.451;97.659;330.553;301.355;204.000;102.833;0.3300;0.9635;0.6683;15.900;0.0000;0.1545;254.418
8/2/2023;19;150.959;830.620;2.873.012;245.437;249.550;157.408;108.583;422.453;414.733;450.333;245.500;0.2175;0.7357;0.4350;11.027;0.0000;0.0112;252.965
8/2/2023;20;0.8896;937.867;2.968.317;214.678;214.273;156.072;124.663;566.712;571.012;-10.000;-10.000;22.627;50.961;34.625;66.978;0.0000;0.0000;251.128
8/2/2023;21;0.5190;1.036.219;3.074.197;191.727;191.405;139.120;107.913;590.280;592.012;-10.000;-10.000;29.865;60.338;43.125;78.235;0.0042;0.0000;251.508
8/2/2023;22;-0.5261;1.119.846;3.196.162;183.950;184.628;147.384;127.332;697.253;700.737;-10.000;-10.000;21.483;46.018;31.500;56.617;0.0000;0.0000;251.577
8/2/2023;23;-0.1103;1.183.231;3.337.833;184.457;183.922;154.258;138.316;747.538;762.595;-10.000;-10.000;0.8248;23.767;13.375;28.826;0.0000;0.0000;251.333
8/3/2023;0;-0.0071;1.219.411;3.497.686;177.240;176.122;158.071;148.284;832.665;841.893;-10.000;-10.000;0.7013;24.449;12.858;28.697;0.0000;0.0000;251.485
