DATE (MM/DD/YYYY);HOUR-MST;Avg Global Radiation [W/m^2];Avg Zenith Angle [degrees];Avg Azimuth Angle [degrees];Avg Tower Dry Bulb Temp [deg C];Avg Deck Dry Bulb Temp [deg C];Avg Tower Wet Bulb Temp [deg C];Avg Tower Dew Point Temp [deg C];Avg Tower RH [%];Avg Deck RH [%];Avg Total Cloud Cover [%];Avg Opaque Cloud Cover [%];Avg Avg Wind Speed @ 6ft [m/s];Avg Avg Wind Speed @ 33ft [m/s];Avg Peak Wind Speed @ 6ft [m/s];Avg Peak Wind Speed @ 33ft [m/s];Avg Precipitation [mm];Avg Albedo (CM3);Avg Temp [deg C]
1/1/2023;1;-0.1120;1.620.207;437.710;20.255;20.709;-0.5593;-37.891;629.658;623.923;-10.000;-10.000;10.766;24.573;16.958;32.042;0.0000;0.0000;251.437
1/1/2023;2;-0.2526;1.550.994;533.509;17.412;17.575;-0.8137;-40.769;627.450;624.018;-10.000;-10.000;11.165;21.278;17.333;26.574;0.0000;0.0000;251.493
1/1/2023;3;-0.0948;1.448.559;723.599;10.557;14.447;-12.472;-42.372;650.808;628.723;-10.000;-10.000;16.662;26.020;21.125;29.984;0.0000;0.0000;251.487
1/1/2023;4;-0.1798;1.335.843;847.451;0.6325;0.8201;-17.655;-50.672;624.210;614.068;-10.000;-10.000;17.031;27.891;21.500;31.849;0.0000;0.0000;251.403
1/1/2023;5;-0.1672;1.220.803;944.756;12.722;14.104;-14.039;-49.989;599.523;586.837;-10.000;-10.000;12.174;20.645;17.000;25.480;0.0000;0.0000;251.512
1/1/2023;6;-0.0051;1.107.094;1.032.424;0.9901;10.644;-17.409;-55.659;583.022;577.518;-10.000;-10.000;0.9331;15.458;13.158;20.076;0.0000;0.0000;251.423
1/1/2023;7;-0.1679;997.362;1.119.355;0.2373;0.4345;-22.461;-58.144;602.710;589.892;-10.000;-10.000;13.686;22.519;17.917;27.024;0.0000;0.0000;251.375
1/1/2023;8;124.838;892.728;1.211.628;0.1769;0.3176;-23.370;-59.620;597.475;587.957;99.000;40.667;0.8959;19.016;13.425;23.679;0.0000;0.2983;251.388
1/1/2023;9;855.728;800.729;1.314.266;0.4000;0.3144;-22.164;-60.030;585.773;585.392;828.167;521.000;0.8219;15.732;12.150;20.269;0.0000;0.7320;251.480
1/1/2023;10;1.598.033;722.920;1.431.420;10.393;10.030;-17.797;-57.514;571.513;568.658;966.316;783.158;0.9958;15.326;14.000;19.497;0.0000;0.7332;251.588
1/1/2023;11;2.459.067;665.079;1.565.166;29.982;26.302;-0.4418;-49.133;533.970;546.508;983.509;837.719;0.4748;0.9776;0.8442;14.037;0.0000;0.7389;251.810
1/1/2023;12;3.592.900;633.145;1.713.210;35.619;30.778;0.2035;-39.411;558.822;572.943;907.167;572.667;12.193;20.060;15.992;23.745;0.0000;0.7502;251.958
1/1/2023;13;3.814.100;631.172;1.867.515;28.470;21.923;-0.0254;-35.219;608.427;632.998;849.000;576.333;27.717;30.226;33.583;38.154;0.0000;0.7542;251.760
1/1/2023;14;2.467.750;659.433;2.016.928;13.263;11.263;-0.7047;-31.979;696.117;699.653;990.000;922.807;23.606;38.182;29.500;43.687;0.0000;0.7432;251.608
1/1/2023;15;1.939.000;714.269;2.152.767;11.645;0.6368;-0.8500;-33.450;695.467;709.367;992.833;909.500;10.005;29.830;16.292;34.616;0.0000;0.7319;251.532
1/1/2023;16;932.897;789.878;2.272.023;-0.0260;-0.3625;-16.721;-38.254;728.358;738.598;985.263;927.193;15.927;32.314;21.133;36.417;0.0000;0.7215;251.362
1/1/2023;17;197.200;880.102;2.376.354;-0.8365;-0.9620;-22.309;-41.143;759.775;760.280;293.833;175.500;13.137;40.862;20.500;47.225;0.0000;0.3855;251.203
1/1/2023;18;0.0706;983.732;2.469.745;-21.576;-22.635;-29.044;-39.260;862.083;875.267;-10.000;-10.000;21.272;41.274;28.500;47.032;0.0000;0.0000;251.128
1/1/2023;19;-0.1596;1.092.757;2.557.137;-24.986;-27.268;-27.804;-31.554;946.383;994.300;-10.000;-10.000;0.2368;24.499;0.6433;29.147;0.0000;0.0000;251.192
1/1/2023;20;-0.1799;1.206.082;2.644.429;-24.296;-25.722;-25.147;-26.431;982.250;1.000.000;-10.000;-10.000;0.4680;19.768;0.7517;23.036;0.0000;0.0000;251.278
1/1/2023;21;-0.1350;1.321.080;2.740.005;-22.446;-23.321;-22.856;-22.856;996.583;1.000.000;-10.000;-10.000;0.7622;30.241;13.550;35.902;0.0000;0.0000;251.113
1/1/2023;22;-0.0850;1.434.311;2.859.274;-23.218;-24.485;-23.696;-23.696;996.017;1.000.000;-10.000;-10.000;0.2230;20.784;0.5033;25.416;0.0000;0.0000;251.222
1/1/2023;23;-0.1223;1.538.689;3.037.647;-24.574;-26.191;-25.372;-25.388;993.217;1.000.000;-10.000;-10.000;0.6674;23.714;10.742;28.568;0.0000;0.0000;251.207
1/2/2023;0;-0.1138;1.614.051;3.350.874;-25.494;-26.243;-25.823;-26.539;991.267;1.000.000;-10.000;-10.000;0.9254;16.691;12.633;22.843;0.0000;0.0000;251.185
1/2/2023;1;-0.1014;1.619.699;433.656;-27.780;-27.533;-27.830;-28.830;991.167;1.000.000;-10.000;-10.000;0.7454;11.208;10.125;14.948;0.0000;0.0000;251.152
1/2/2023;2;-0.1344;1.551.077;530.222;-27.012;-28.075;-27.133;-28.133;990.617;1.000.000;-10.000;-10.000;0.0000;0.4537;0.0000;0.5830;0.0000;0.0000;251.175
1/2/2023;3;-0.0933;1.448.894;721.260;-28.252;-28.810;-28.530;-29.530;989.267;1.000.000;-10.000;-10.000;0.0798;17.808;0.2750;22.270;0.0000;0.0000;251.148
1/2/2023;4;-0.0693;1.336.259;845.629;-32.549;-33.762;-33.719;-34.719;981.833;1.000.000;-10.000;-10.000;10.744;20.821;15.192;25.545;0.0000;0.0000;251.128
1/2/2023;5;-0.1027;1.221.221;943.200;-34.661;-35.916;-35.763;-36.763;982.367;1.000.000;-10.000;-10.000;0.5243;14.652;0.7633;18.214;0.0000;0.0000;251.108
1/2/2023;6;-0.1147;1.107.465;1.030.998;-35.401;-36.689;-36.577;-37.827;979.650;1.000.000;-10.000;-10.000;0.3663;11.165;0.5500;14.742;0.0000;0.0000;251.117
1/2/2023;7;-0.1234;997.646;1.117.980;-35.957;-37.470;-36.997;-38.997;974.583;1.000.000;-10.000;-10.000;0.6048;22.682;0.9383;26.317;0.0000;0.0000;251.122
1/2/2023;8;32.726;892.881;1.210.251;-35.340;-36.329;-36.486;-37.719;980.050;1.000.000;137.500;60.167;14.866;29.533;20.792;35.838;0.0000;0.4264;251.108
1/2/2023;9;309.102;800.720;1.312.859;-34.576;-35.387;-34.973;-35.974;988.267;1.000.000;902.807;736.140;12.146;15.037;17.000;20.345;0.0000;10.216;251.103
1/2/2023;10;418.832;722.700;1.429.983;-32.881;-35.510;-33.442;-34.442;986.900;1.000.000;971.167;920.833;0.8284;23.367;14.542;28.831;0.0000;10.468;251.107
1/2/2023;11;784.573;664.608;1.563.744;-34.119;-37.264;-35.028;-36.028;983.983;1.000.000;982.333;961.833;16.749;36.135;23.583;43.494;0.0000;10.384;251.078
1/2/2023;12;750.757;632.407;1.711.895;-37.714;-39.405;-39.172;-40.238;978.800;1.000.000;987.000;964.000;23.486;40.301;30.167;47.868;0.0000;10.471;251.028
1/2/2023;13;640.797;630.188;1.866.416;-38.915;-40.631;-40.283;-41.367;979.400;1.000.000;988.167;966.333;23.241;40.758;30.625;48.962;0.0000;10.376;251.045
1/2/2023;14;460.868;658.259;2.016.110;-42.453;-43.406;-43.732;-45.032;978.267;1.000.000;985.000;957.000;21.487;36.940;28.167;44.201;0.0000;10.429;250.978
1/2/2023;15;307.402;712.975;2.152.229;-44.566;-45.796;-45.382;-47.316;976.833;1.000.000;977.167;917.500;21.124;34.897;27.250;41.499;0.0000;10.483;250.940
1/2/2023;16;136.043;788.523;2.271.718;-45.056;-45.476;-45.834;-47.834;976.600;1.000.000;962.167;833.000;15.929;16.888;20.958;22.536;0.0000;10.597;251.015
1/2/2023;17;31.679;878.682;2.376.227;-45.691;-46.275;-46.527;-48.527;976.067;1.000.000;272.833;161.833;15.216;0.0000;20.500;0.0000;0.0000;0.6274;251.018
1/2/2023;18;-0.0898;982.332;2.469.753;-46.810;-47.696;-47.770;-49.769;975.000;1.000.000;-10.000;-10.000;20.732;0.0000;26.917;0.0000;0.0000;0.0000;250.950
1/2/2023;19;-0.1368;1.091.359;2.557.246;-45.749;-46.995;-46.723;-48.723;974.933;1.000.000;-10.000;-10.000;14.813;0.0000;21.292;0.0000;0.0000;0.0000;250.973
1/2/2023;20;-0.1087;1.204.687;2.644.613;-45.756;-47.269;-46.832;-48.832;974.050;1.000.000;-10.000;-10.000;12.623;0.0000;17.375;0.0000;0.0000;0.0000;251.035
1/2/2023;21;-0.0917;1.319.684;2.740.228;-47.814;-49.344;-49.224;-51.224;971.250;1.000.000;-10.000;-10.000;11.465;0.0000;16.317;0.0000;0.0000;0.0000;251.027
1/2/2023;22;-0.1167;1.432.908;2.859.427;-48.857;-50.829;-50.577;-52.577;968.667;1.000.000;-10.000;-10.000;13.163;0.0000;18.667;0.0000;0.0000;0.0000;250.978
1/2/2023;23;-0.1033;1.537.291;3.037.312;-50.519;-52.611;-52.481;-54.615;965.467;1.000.000;-10.000;-10.000;16.646;0.0000;23.042;0.0000;0.0000;0.0000;250.960
1/3/2023;0;-0.1286;1.612.830;3.348.731;-50.723;-52.814;-52.566;-54.799;965.617;1.000.000;-10.000;-10.000;0.9432;0.0000;16.583;0.0000;0.0000;0.0000;250.972
1/3/2023;1;-0.0817;1.619.108;429.600;-53.783;-56.218;-55.662;-58.612;959.317;1.000.000;-10.000;-10.000;12.612;0.0000;19.850;0.0000;0.0000;0.0000;250.903
1/3/2023;2;-0.0951;1.551.088;526.839;-54.706;-57.569;-57.284;-61.201;945.617;1.000.000;-10.000;-10.000;0.1795;0.0000;0.5133;0.0000;0.0000;0.0000;250.965
1/3/2023;3;0.0137;1.449.169;718.827;-61.682;-61.028;-64.426;-68.709;940.983;999.883;-10.000;-10.000;0.0506;0.0000;0.0967;0.0000;0.0000;0.0000;250.972
1/3/2023;4;-0.1139;1.336.621;843.726;-64.652;-66.286;-69.164;-77.097;897.467;999.267;-10.000;-10.000;0.2103;0.0000;0.3242;0.0000;0.0000;0.0000;250.900
1/3/2023;5;-0.1994;1.221.585;941.576;-66.677;-70.268;-74.177;-88.294;828.168;967.867;-10.000;-10.000;14.348;0.0000;19.583;0.0000;0.0000;0.0000;250.768
1/3/2023;6;-0.1432;1.107.780;1.029.515;-66.471;-69.761;-75.476;-93.276;790.850;904.933;-10.000;-10.000;0.9963;0.0000;13.908;0.0000;0.0000;0.0000;250.808
1/3/2023;7;-0.1141;997.873;1.116.554;-68.156;-71.185;-77.749;-97.749;771.302;843.633;-10.000;-10.000;16.303;0.0000;21.583;0.0000;0.0000;0.0000;250.732
1/3/2023;8;396.842;892.975;1.208.830;-65.125;-66.570;-75.955;-97.955;750.043;791.092;20.500;0.8833;17.038;0.0000;23.250;0.0000;0.0000;0.2527;250.842
1/3/2023;9;1.724.970;800.647;1.311.414;-44.444;-53.384;-60.308;-89.224;680.702;757.440;266.833;99.167;0.2494;0.0000;0.3558;0.0000;0.0000;0.7024;251.265
1/3/2023;10;2.956.667;722.410;1.428.517;-20.478;-39.902;-42.002;-77.635;613.632;728.187;248.500;95.500;0.2520;0.0000;0.5042;0.0000;0.0508;0.6781;251.347
1/3/2023;11;6.016.667;664.064;1.562.306;-0.9275;-27.586;-33.328;-70.995;594.738;699.325;856.500;736.667;16.884;0.0000;21.467;0.0000;0.0254;0.8161;251.592
1/3/2023;12;3.596.533;631.594;1.710.581;-28.236;-35.633;-42.204;-64.087;741.613;782.685;952.833;871.167;20.049;0.0000;25.958;0.0000;0.0000;0.7609;251.352
1/3/2023;13;2.824.450;629.131;1.865.337;-31.580;-35.303;-43.031;-60.881;779.030;809.382;991.333;980.167;13.533;0.0000;18.625;0.0000;0.0000;0.7783;251.432
1/3/2023;14;3.631.917;657.019;2.015.330;-25.378;-34.644;-37.736;-56.387;768.595;812.605;991.333;983.500;13.645;0.0000;19.000;0.0000;0.0000;0.7703;251.453
1/3/2023;15;2.094.817;711.621;2.151.740;-27.844;-31.159;-39.162;-56.195;786.152;809.130;985.667;977.833;11.127;0.2190;16.075;0.3145;0.0000;0.7842;251.380
1/3/2023;16;719.410;787.117;2.271.469;-38.028;-39.738;-45.551;-57.068;849.967;865.133;969.167;916.500;11.344;19.293;14.725;24.517;0.0000;0.7878;251.147
1/3/2023;17;219.207;877.220;2.376.162;-41.212;-42.319;-49.043;-61.327;841.817;847.333;288.167;180.833;0.0000;0.0693;0.0000;0.1856;0.0000;0.4475;251.202
1/3/2023;18;-0.0376;980.894;2.469.827;-52.516;-53.881;-57.926;-67.209;881.033;901.750;-10.000;-10.000;16.040;22.948;21.483;28.130;0.0000;0.0000;250.858
1/3/2023;19;-0.2954;1.089.927;2.557.427;-50.533;-49.324;-57.502;-69.485;849.715;845.767;-10.000;-10.000;15.804;25.823;20.567;30.435;0.0000;0.0000;250.873
1/3/2023;20;-0.3051;1.203.262;2.644.878;-37.742;-34.941;-53.847;-82.281;682.910;669.008;-10.000;-10.000;14.602;23.405;19.083;27.796;0.0000;0.0000;251.047
1/3/2023;21;-0.1728;1.318.258;2.740.543;-30.375;-28.553;-52.668;-93.734;578.700;571.252;-10.000;-10.000;0.7803;16.779;12.233;23.361;0.0000;0.0000;251.060
1/3/2023;22;-0.3619;1.431.470;2.859.692;-21.885;-21.394;-50.743;-106.176;486.732;488.640;-10.000;-10.000;0.8793;16.260;16.117;24.519;0.0000;0.0000;251.070
1/3/2023;23;-0.2620;1.535.848;3.037.119;-0.7336;-0.9208;-43.881;-114.015;398.552;416.402;-10.000;-10.000;11.819;29.212;19.675;40.729;0.0000;0.0000;251.150
1/4/2023;0;-0.3468;1.611.543;3.346.732;-0.5011;-0.7381;-44.649;-123.816;358.013;380.547;-10.000;-10.000;14.644;25.463;24.592;39.056;0.0000;0.0000;251.185
1/4/2023;1;-0.3364;1.618.435;485.551;-0.3804;-0.4047;-43.224;-120.424;365.232;365.747;-10.000;-10.000;59.252;100.122;84.417;131.378;0.0000;0.0000;251.137
1/4/2023;2;-0.2330;1.551.027;523.364;-0.1172;-0.0580;-41.480;-119.580;359.982;354.292;-10.000;-10.000;91.194;142.068;125.375;174.095;0.0000;0.0000;251.185
1/4/2023;3;-0.1710;1.449.383;716.302;0.0114;0.0974;-40.903;-120.620;352.908;344.050;-10.000;-10.000;86.038;134.718;116.375;167.013;0.0000;0.0000;251.202
1/4/2023;4;-0.1742;1.336.926;841.747;-0.0902;0.0035;-41.963;-122.713;349.227;338.978;-10.000;-10.000;84.543;125.322;114.833;156.210;0.0000;0.0000;251.138
1/4/2023;5;-0.0893;1.221.894;939.886;-0.5344;-0.4019;-45.316;-126.000;351.773;337.267;-10.000;-10.000;91.958;142.250;123.708;177.503;0.0000;0.0000;251.148
1/4/2023;6;-0.1522;1.108.040;1.027.974;-0.7567;-0.6673;-47.940;-132.640;337.293;325.513;-10.000;-10.000;74.787;120.024;103.500;153.765;0.0000;0.0000;251.113
1/4/2023;7;-0.1448;998.041;1.115.077;-0.7354;-0.8398;-49.327;-140.444;313.565;313.908;-10.000;-10.000;28.428;58.345;43.625;75.724;0.0000;0.0000;251.122
1/4/2023;8;304.813;893.096;1.207.365;-0.4656;-0.5538;-47.927;-141.727;303.133;304.003;13.333;0.5500;23.013;36.060;35.883;51.342;0.0000;0.4251;251.232
1/4/2023;9;1.474.843;800.508;1.309.932;0.3847;-0.0144;-43.547;-145.881;272.832;278.855;91.833;58.833;10.105;23.672;17.500;33.460;0.0000;0.8745;251.442
1/4/2023;10;3.285.500;722.051;1.427.024;18.331;10.623;-34.885;-145.635;246.962;258.015;53.833;35.167;11.734;27.849;18.383;37.327;0.0000;0.8318;251.682
1/4/2023;11;4.502.950;663.447;1.560.854;22.965;14.114;-30.357;-135.940;261.103;268.490;56.667;38.000;17.255;40.301;26.042;48.962;0.0000;0.8030;251.692
1/4/2023;12;5.167.533;630.707;1.709.271;34.913;28.269;-23.403;-134.703;242.608;243.508;45.439;28.947;17.225;44.259;28.525;58.160;0.0000;0.7849;251.838
1/4/2023;13;5.211.917;628.003;1.864.279;32.189;30.051;-24.981;-134.964;246.658;243.633;41.000;20.333;28.410;53.196;41.717;68.136;0.0000;0.7716;251.790
1/4/2023;14;4.668.367;655.713;2.014.587;29.470;25.436;-26.832;-136.531;247.553;249.987;60.877;29.825;30.101;55.238;42.833;70.965;0.0000;0.7651;251.672
1/4/2023;15;3.544.050;710.209;2.151.300;35.732;33.351;-22.398;-131.948;246.963;243.165;62.500;25.833;19.358;32.452;30.383;43.368;0.0000;0.7688;251.848
1/4/2023;16;1.967.517;785.660;2.271.278;27.971;27.986;-27.327;-135.077;253.428;243.933;71.000;31.167;22.046;34.880;33.333;48.060;0.0000;0.7538;251.667
1/4/2023;17;345.328;875.717;2.376.160;13.645;12.784;-36.225;-138.175;273.187;274.900;27.333;11.667;13.742;24.180;20.650;34.295;0.0000;0.3830;251.418
1/4/2023;18;-0.0361;979.419;2.469.967;0.2040;0.2780;-42.044;-132.778;311.930;300.740;-10.000;-10.000;28.342;51.680;41.708;67.683;0.0000;0.0000;251.275
1/4/2023;19;-0.1633;1.088.463;2.557.680;0.5403;0.6185;-39.997;-132.313;305.747;295.195;-10.000;-10.000;37.399;60.663;54.375;79.393;0.0000;0.0000;251.257
1/4/2023;20;0.0244;1.201.806;2.645.222;0.0453;-0.0666;-43.469;-135.402;308.413;310.518;-10.000;-10.000;12.739;18.536;21.350;26.319;0.0000;0.0000;251.227
1/4/2023;21;-0.1101;1.316.801;2.740.950;-0.7203;-0.6516;-47.387;-131.803;338.898;331.922;-10.000;-10.000;21.882;33.290;29.875;40.920;0.0000;0.0000;251.175
1/4/2023;22;-0.0028;1.429.999;2.860.069;-15.852;-18.182;-52.478;-130.911;367.027;375.953;-10.000;-10.000;12.932;17.316;18.517;24.581;0.0000;0.0000;251.135
1/4/2023;23;-0.1782;1.534.361;3.037.065;-17.515;-19.912;-53.732;-132.099;368.578;374.082;-10.000;-10.000;0.8737;14.003;13.233;19.828;0.0000;0.0000;251.113
1/5/2023;0;-0.1715;1.610.189;3.344.879;-22.950;-21.696;-58.262;-137.595;366.728;357.462;-10.000;-10.000;11.443;17.577;15.700;22.268;0.0000;0.0000;251.075
1/5/2023;1;-0.3019;1.617.679;481.516;-22.128;-21.876;-58.851;-143.168;346.137;343.970;-10.000;-10.000;10.360;17.362;14.983;23.490;0.0000;0.0000;251.132
1/5/2023;2;-0.1489;1.550.892;519.803;-24.689;-24.051;-60.321;-142.804;354.342;348.235;-10.000;-10.000;0.9522;16.930;13.708;22.200;0.0000;0.0000;251.120
1/5/2023;3;-0.3092;1.449.535;713.688;-20.229;-16.288;-57.984;-145.200;334.032;313.883;-10.000;-10.000;17.280;27.047;22.583;32.686;0.0000;0.0000;251.132
1/5/2023;4;-0.2585;1.337.175;839.691;-20.572;-17.087;-57.702;-142.236;343.943;320.000;-10.000;-10.000;22.505;36.386;29.292;43.429;0.0000;0.0000;251.087
1/5/2023;5;-0.1464;1.222.148;938.131;-20.052;-16.960;-57.331;-141.931;343.440;319.080;-10.000;-10.000;22.509;40.281;30.042;47.611;0.0000;0.0000;251.095
1/5/2023;6;-0.2862;1.108.244;1.026.377;-14.968;-11.599;-55.506;-149.639;306.848;287.528;-10.000;-10.000;15.095;26.460;19.883;32.171;0.0000;0.0000;251.188
1/5/2023;7;0.0438;998.151;1.113.552;-13.103;-16.041;-54.901;-152.934;297.063;298.108;-10.000;-10.000;11.385;18.527;16.617;24.970;0.0000;0.0000;251.243
1/5/2023;8;180.007;893.071;1.205.856;-46.191;-49.688;-72.646;-135.180;458.145;466.475;65.333;13.333;12.574;23.999;18.342;29.598;0.0000;0.3419;250.955
1/5/2023;9;689.370;800.304;1.308.414;-31.753;-34.165;-62.157;-129.623;426.145;427.962;914.561;751.053;0.9779;14.795;14.958;20.917;0.0000;0.7468;251.227
1/5/2023;10;1.007.503;721.622;1.425.504;-16.108;-17.016;-49.439;-116.573;421.422;416.758;965.333;906.000;0.6441;10.932;10.008;16.866;0.0000;0.7506;251.398
1/5/2023;11;1.020.060;662.757;1.559.388;0.1383;-0.0501;-35.613;-101.980;414.977;420.993;966.491;916.667;0.6745;0.8577;11.958;14.295;0.0000;0.7698;251.547
1/5/2023;12;1.686.033;629.747;1.707.963;0.2708;0.3053;-31.392;-88.825;461.413;458.793;954.667;912.333;0.4872;0.7509;0.9292;12.628;0.0000;0.7609;251.713
1/5/2023;13;2.327.900;626.804;1.863.243;0.2913;-0.1792;-30.370;-85.387;474.410;491.297;941.333;909.667;0.9274;20.546;14.150;24.837;0.0000;0.7548;251.583
1/5/2023;14;5.103.183;654.341;2.013.883;40.377;25.011;-0.6512;-76.429;393.985;439.537;840.500;707.667;0.5672;16.084;10.067;19.823;0.0000;0.7412;252.135
1/5/2023;15;3.060.683;708.739;2.150.911;51.200;54.460;-0.1135;-76.650;363.740;358.930;294.035;192.982;0.2242;0.6370;0.3908;10.316;0.0000;0.7574;252.217
1/5/2023;16;1.688.475;784.154;2.271.145;35.623;31.898;-0.8897;-72.930;419.037;426.118;131.500;64.833;0.3653;11.475;0.7467;16.101;0.0000;0.7273;251.913
1/5/2023;17;462.832;874.174;2.376.220;0.8468;0.4211;-26.861;-83.678;463.890;478.517;131.333;68.833;0.5882;13.123;0.9517;17.583;0.0000;0.4029;251.508
1/5/2023;18;0.3201;977.907;2.470.174;-17.161;-20.565;-45.505;-97.255;502.088;513.140;-10.000;-10.000;0.7245;16.964;11.867;21.048;0.0000;0.0000;251.165
1/5/2023;19;-0.7907;1.086.967;2.558.005;-11.371;-0.5165;-38.526;-84.260;539.967;509.173;-10.000;-10.000;18.923;31.070;23.300;35.453;0.0000;0.0000;251.237
1/5/2023;20;-0.2504;1.200.321;2.645.645;15.125;20.674;-22.766;-82.432;444.993;420.088;-10.000;-10.000;14.822;30.848;20.333;36.160;0.0000;0.0000;251.467
1/5/2023;21;0.0114;1.315.316;2.741.448;11.554;13.259;-24.939;-82.839;458.292;448.332;-10.000;-10.000;16.856;28.616;22.083;34.427;0.0000;0.0000;251.458
1/5/2023;22;-0.5033;1.428.495;2.860.557;14.200;17.662;-25.176;-89.359;422.823;405.075;-10.000;-10.000;13.755;26.670;18.158;31.086;0.0000;0.0000;251.445
1/5/2023;23;-0.3060;1.532.831;3.037.151;30.002;33.840;-17.555;-93.871;361.997;341.115;-10.000;-10.000;18.725;29.051;24.375;34.037;0.0000;0.0000;251.603
1/6/2023;0;-0.1923;1.608.771;3.343.171;32.263;32.113;-19.078;-105.828;320.467;317.042;-10.000;-10.000;16.869;27.277;21.167;30.949;0.0000;0.0000;251.618
1/6/2023;1;0.3248;1.616.840;537.504;18.651;18.874;-24.482;-96.048;392.548;383.502;-10.000;-10.000;13.361;28.135;19.550;34.617;0.0000;0.0000;251.503
1/6/2023;2;-0.1414;1.550.684;516.161;0.0494;-0.1067;-34.554;-95.254;445.925;446.943;-10.000;-10.000;0.7673;16.970;12.617;21.499;0.0000;0.0000;251.365
1/6/2023;3;-0.1377;1.449.624;710.987;-0.1679;-0.1321;-36.631;-98.198;439.783;429.822;-10.000;-10.000;0.8746;21.076;14.425;26.188;0.0000;0.0000;251.332
1/6/2023;4;0.1798;1.337.365;837.560;-14.266;-10.152;-46.859;-108.876;445.028;425.300;-10.000;-10.000;11.186;24.490;16.367;29.536;0.0000;0.0000;251.202
1/6/2023;5;-0.4398;1.222.346;936.314;-18.770;-18.522;-49.268;-107.618;464.653;458.285;-10.000;-10.000;0.9603;28.841;16.042;34.101;0.0000;0.0000;251.137
1/6/2023;6;-0.1444;1.108.390;1.024.725;-0.9587;-13.896;-44.573;-111.856;414.513;422.215;-10.000;-10.000;15.512;29.129;20.108;34.037;0.0000;0.0000;251.213
1/6/2023;7;-0.0928;998.202;1.111.978;-14.035;-20.974;-48.081;-114.831;418.057;439.923;-10.000;-10.000;0.3540;11.293;0.7450;15.195;0.0000;0.0000;251.262
1/6/2023;8;244.924;892.902;1.204.306;-11.980;-0.7239;-46.510;-113.294;417.482;394.715;29.667;14.667;15.485;28.026;19.883;30.627;0.0000;0.3934;251.308
1/6/2023;9;1.320.958;800.035;1.306.862;19.019;10.477;-25.287;-100.620;369.610;392.178;827.667;666.000;12.294;21.870;17.642;26.638;0.0000;0.7673;251.672
1/6/2023;10;1.442.750;721.123;1.423.959;20.673;17.576;-19.565;-81.949;430.047;436.030;949.500;810.500;0.4234;13.963;0.7658;17.826;0.0000;0.7180;251.807
1/6/2023;11;1.969.150;661.994;1.557.909;26.367;26.173;-14.515;-75.615;437.178;419.678;980.526;936.491;14.971;23.287;19.667;26.445;0.0000;0.7402;251.868
1/6/2023;12;2.088.350;628.712;1.706.659;36.226;31.776;-0.8163;-71.708;422.602;431.843;986.000;964.000;17.141;33.301;22.042;37.189;0.0000;0.7429;251.865
1/6/2023;13;2.506.033;625.534;1.862.230;29.831;25.444;-12.487;-74.704;428.800;440.318;995.500;971.000;25.961;43.628;33.333;49.605;0.0000;0.7497;251.792
1/6/2023;14;2.688.850;652.905;2.013.217;40.983;39.923;-0.5627;-71.872;406.210;393.940;707.833;472.833;17.143;27.488;22.917;31.721;0.0000;0.7380;251.980
1/6/2023;15;3.442.683;707.213;2.150.573;64.614;50.370;0.9495;-63.288;371.830;392.795;152.500;75.833;0.5740;21.530;11.450;24.194;0.0000;0.7508;252.142
1/6/2023;16;1.199.315;782.600;2.271.070;57.214;42.017;0.2501;-73.416;358.593;396.978;313.333;140.500;0.0922;0.5471;0.2267;0.7432;0.0000;0.6985;252.050
1/6/2023;17;215.715;872.591;2.376.343;32.033;27.563;-0.9936;-69.903;440.678;450.898;128.333;67.167;0.1353;0.6445;0.3667;0.9231;0.0000;0.3389;251.722
1/6/2023;18;0.1462;976.361;2.470.448;0.6350;-0.0494;-25.265;-74.299;509.543;526.562;-10.000;-10.000;10.842;21.419;15.692;24.194;0.0000;0.0000;251.353
1/6/2023;19;-0.1094;1.085.440;2.558.401;-0.0431;-0.3391;-28.577;-72.377;545.507;548.162;-10.000;-10.000;13.917;31.519;20.458;37.189;0.0000;0.0000;251.313
1/6/2023;20;-0.2363;1.198.808;2.646.148;0.4426;0.2922;-25.465;-71.382;529.560;531.923;-10.000;-10.000;12.263;22.413;17.083;27.865;0.0000;0.0000;251.435
1/6/2023;21;-0.1350;1.313.803;2.742.037;0.6643;0.2803;-23.747;-69.881;528.130;539.868;-10.000;-10.000;0.9436;16.247;13.875;20.721;0.0000;0.0000;251.447
1/6/2023;22;-0.0453;1.426.960;2.861.154;0.1200;-0.2370;-25.830;-66.730;564.902;575.112;-10.000;-10.000;0.5066;10.685;0.8550;14.557;0.0000;0.0000;251.425
1/6/2023;23;-0.2715;1.531.260;3.037.374;0.2481;0.2029;-24.724;-65.574;564.498;559.290;-10.000;-10.000;0.7681;12.418;11.208;15.959;0.0000;0.0000;251.500
1/7/2023;0;-0.1124;1.607.290;3.341.609;0.1684;0.2320;-23.984;-61.784;586.660;575.140;-10.000;-10.000;0.4732;10.580;0.7858;15.125;0.0000;0.0000;251.530
1/7/2023;1;-0.1702;1.615.920;533.521;0.0589;0.1507;-24.065;-60.031;600.690;590.158;-10.000;-10.000;0.5805;16.362;0.9267;20.785;0.0000;0.0000;251.422
1/7/2023;2;-0.2903;1.550.400;512.443;0.1443;0.2833;-22.843;-58.110;606.897;590.613;-10.000;-10.000;13.784;22.832;18.208;26.896;0.0000;0.0000;251.437
